timestamp,operacion,spotPrice,markPrice,fundingRate,equity_usd,funding_pnl_usd,funding_pnl_formula,basis_pnl_usd,basis_pnl_formula,costs_usd,total_pnl_usd,cumulative_pnl_usd
2024-01-01 00:00:00.000,nada,42475.23,42294.07553389,0.00037711,1000.0,0.0,,0.0,,0.0,0.0,0.0
2024-01-01 08:00:00.000,nada,42549.99,42506.41370846,0.00020162,1000.0,0.0,,0.0,,0.0,0.0,0.0
2024-01-01 16:00:00.000,apertura,42725.15,42817.70976995,0.0002801,1000.0,0.0,,0.0,,0.0,0.0,0.0
2024-01-02 00:00:00.000,cierre,45056.0,44240.13570534,0.00059009,1050.4007638442292,0.5911679722130876,0.000013 * 45056.00 = 0.59,20.198942809551298,(45056.00 - 44240.14) - (42725.15 - 42817.71) = 908.42; 908.42 * 0.022235,2.9202899660048183,20.790110781764387,20.790110781764387
2024-01-02 08:00:00.000,nada,45759.3,45545.7,0.00036388,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-02 16:00:00.000,nada,45357.84,45239.35280585,0.00033397,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-03 00:00:00.000,nada,45135.61,44992.9,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-03 08:00:00.000,nada,45200.0,45058.60187812,0.00013201,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-03 16:00:00.000,nada,42992.67,43005.5830913,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-04 00:00:00.000,nada,42874.01,42850.0,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-04 08:00:00.000,nada,42849.66,42787.03963338,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-04 16:00:00.000,nada,43915.71,44081.35324125,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-05 00:00:00.000,nada,44211.1,44177.41721402,-8.453e-05,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-05 08:00:00.000,nada,43911.44,43801.6,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-05 16:00:00.000,nada,43225.99,43512.72731804,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-06 00:00:00.000,nada,44068.8,44162.7,-9.72e-05,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-06 08:00:00.000,nada,43692.33,43671.2,1.185e-05,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-06 16:00:00.000,nada,43872.34,43878.65163981,1.285e-05,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-07 00:00:00.000,nada,44119.11,43980.4,-4.106e-05,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-07 08:00:00.000,nada,44017.99,44092.48502784,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-07 16:00:00.000,nada,43922.0,44066.54114564,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-08 00:00:00.000,nada,43632.0,43930.7,2.01e-06,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-08 08:00:00.000,nada,43868.53,43969.6,8.872e-05,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-08 16:00:00.000,nada,44940.3,44992.51294916,4.837e-05,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-09 00:00:00.000,nada,46668.88,46993.5,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-09 08:00:00.000,nada,46544.65,46854.79216651,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-09 16:00:00.000,nada,46902.88,46872.0,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-10 00:00:00.000,nada,45856.42,46128.36219372,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-10 08:00:00.000,nada,45329.94,45779.29359803,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-10 16:00:00.000,nada,45311.1,45560.26980578,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-11 00:00:00.000,nada,46670.01,46671.0286775,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-11 08:00:00.000,nada,46277.0,46118.51901603,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-11 16:00:00.000,nada,46007.29,46789.02822718,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-12 00:00:00.001,nada,46360.7,46360.7,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-12 08:00:00.000,nada,45860.01,46018.6,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-12 16:00:00.000,nada,43624.0,44452.66558974,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-13 00:00:00.000,nada,42801.76,42766.03178727,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-13 08:00:00.000,nada,43170.01,43092.6,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-13 16:00:00.000,nada,42895.41,43137.19720862,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-14 00:00:00.000,nada,42687.36,42826.4,4.024e-05,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-14 08:00:00.000,nada,42996.25,42991.75213478,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-14 16:00:00.000,nada,42929.95,42886.39099371,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-15 00:00:00.000,nada,42279.75,41686.81893637,8.34e-05,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-15 08:00:00.000,nada,42680.44,42685.44249284,2.207e-05,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-15 16:00:00.001,nada,42237.012332,42237.012332,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-16 00:00:00.000,nada,42600.0,42476.763184,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-16 08:00:00.000,nada,43014.53,42733.9,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-16 16:00:00.000,nada,43249.72,43221.9,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-17 00:00:00.000,nada,43092.0,43109.41894259,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-17 08:00:00.000,nada,42728.76,42615.3,2.595e-05,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-17 16:00:00.000,nada,42360.28,42443.71499437,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-18 00:00:00.000,nada,42660.79,42728.28861833,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-18 08:00:00.001,nada,42868.63248356,42868.63248356,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-18 16:00:00.000,nada,41948.99,42586.1,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-19 00:00:00.000,nada,41290.5,41280.1,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-19 08:00:00.000,nada,41289.99,41230.62130132,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-19 16:00:00.002,nada,40864.0,40864.0,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-20 00:00:00.000,nada,41482.29,41626.83809535,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-20 08:00:00.000,nada,41590.0,41634.89612368,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-20 16:00:00.000,nada,41563.66,41541.59035057,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-21 00:00:00.000,nada,41645.98,41663.97594491,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-21 08:00:00.001,nada,41615.0,41620.11497838,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-21 16:00:00.000,nada,41607.18,41638.5,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-22 00:00:00.000,nada,41657.43,41562.7,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-22 08:00:00.000,nada,40959.0,40989.0,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-22 16:00:00.000,nada,40518.6,40716.54940951,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-23 00:00:00.000,nada,39872.0,39507.5,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-23 08:00:00.000,nada,39464.96,39729.59368238,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-23 16:00:00.000,nada,39307.59,39169.44946752,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-24 00:00:00.000,nada,40179.52,39864.71245912,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-24 08:00:00.000,nada,39954.53,39950.2,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-24 16:00:00.000,nada,40190.02,40034.67604479,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-25 00:00:00.001,nada,40084.89,40072.4,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-25 08:00:00.000,nada,40080.23,40102.94827893,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-25 16:00:00.000,nada,39710.32,39791.14459622,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-26 00:00:00.000,nada,39895.92,39928.50682642,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-26 08:00:00.000,nada,40133.8,39959.6,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-26 16:00:00.000,nada,41961.14,41410.5,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-27 00:00:00.000,nada,41785.94,41800.9,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-27 08:00:00.000,nada,41470.01,41699.9,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-27 16:00:00.000,nada,41810.18,41792.0,5.219e-05,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-28 00:00:00.001,nada,42120.63,42110.33565427,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-28 08:00:00.000,nada,42491.1,42391.65783558,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-28 16:00:00.000,nada,42312.34,42267.5,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-29 00:00:00.000,nada,41971.42,42031.19107228,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-29 08:00:00.000,nada,42122.85,42055.20830299,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
2024-01-29 16:00:00.000,nada,43200.0,42630.9347969,0.0001,1049.497670890493,0.0,,0.0,,0.0,0.0,20.790110781764387
